,Roslyn,Rust,Kubernetes
896,6.0,1.0,13.0
897,1.0,1.0,7.0
898,3.0,19.0,2.0
899,10.0,5.0,2.0
900,15.0,4.0,9.0
901,3.0,3.0,24.0
902,1.0,4.0,33.0
903,4.0,7.0,53.0
904,16.0,1.0,10.0
905,2.0,5.0,2.0
906,8.0,6.0,3.0
907,2.0,8.0,2.0
908,89.0,1.0,2.0
909,59.0,2.0,1.0
910,8.0,4.0,1.0
911,10.0,3.0,1.0
912,70.0,2.0,15.0
913,2.0,1.0,14.0
914,49.0,7.0,22.0
915,47.0,16.0,16.0
916,13.0,14.0,1.0
917,1.0,2.0,61.0
918,2.0,1.0,2.0
919,16.0,12.0,12.0
920,1.0,5.0,39.0
921,1.0,1.0,50.0
922,1.0,1.0,14.0
923,1.0,1.0,5.0
924,3.0,1.0,32.0
925,2.0,13.0,5.0
926,1.0,13.0,6.0
927,14.0,4.0,8.0
928,2.0,4.0,2.0
929,1.0,6.0,6.0
930,1.0,44.0,7.0
931,15.0,3.0,3.0
932,1.0,6.0,16.0
933,3.0,2.0,12.0
934,1.0,71.0,1.0
935,1.0,2.0,1.0
936,17.0,1.0,10.0
937,1.0,1.0,8.0
938,1.0,3.0,11.0
939,4.0,3.0,19.0
940,1.0,3.0,9.0
941,1.0,1.0,1.0
942,8.0,1.0,50.0
943,1.0,1.0,1.0
944,1.0,1.0,3.0
945,18.0,1.0,1.0
946,1.0,1.0,5.0
947,1.0,40.0,1.0
948,2.0,2.0,33.0
949,2.0,4.0,2.0
950,1.0,1.0,1.0
951,2.0,1.0,21.0
952,2.0,2.0,1.0
953,3.0,15.0,9.0
954,2.0,1.0,7.0
955,3.0,1.0,5.0
956,1.0,2.0,19.0
957,12.0,73.0,9.0
958,1.0,12.0,16.0
959,30.0,1.0,3.0
960,4.0,21.0,8.0
961,4.0,3.0,2.0
962,40.0,2.0,12.0
963,1.0,2.0,3.0
964,13.0,1.0,1.0
965,3.0,4.0,10.0
966,1.0,8.0,20.0
967,12.0,34.0,3.0
968,61.0,1.0,8.0
969,3.0,10.0,31.0
970,15.0,16.0,10.0
971,50.0,28.0,19.0
972,2.0,178.0,15.0
973,2.0,19.0,26.0
974,9.0,1.0,2.0
975,29.0,39.0,12.0
976,6.0,1.0,21.0
977,12.0,8.0,10.0
978,34.0,21.0,18.0
979,85.0,6.0,37.0
980,3.0,12.0,1.0
981,63.0,13.0,4.0
982,2.0,3.0,7.0
983,21.0,2.0,13.0
984,1.0,2.0,5.0
985,1.0,30.0,10.0
986,38.0,2.0,2.0
987,2.0,19.0,6.0
988,5.0,2.0,13.0
989,2.0,8.0,7.0
990,3.0,2.0,6.0
991,4.0,16.0,1.0
